Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
IndiGo,2022-05-14,Ahmedabad,Varanasi,AHM-DEL-VAR,13:28,17:50,04:22:00 AM,1 stop,3892
Vistara,2024-04-13,Varanasi,Ahmedabad,VAR-HYD-AHM,10:10,00:43,02:33:00 PM,1 stop,8019
AirAsia India,2022-04-10,Pune,Bhubaneswar,PUN-BHU,16:16,20:45,04:29:00 AM,non-stop,8508
Vistara,2025-10-05,Mumbai,Pune,MUM-CHE-BAN-IND-PUN,19:07,21:16,02:09:00 AM,3 stops,15223
GoAir,2023-01-04,Nagpur,Indore,NAG-IND,21:23,20:18,10:55:00 PM,non-stop,3931
TruJet,2022-12-08,Indore,Goa,IND-GOA,21:46,12:33,02:47:00 PM,non-stop,11287
GoAir,2021-08-20,Bangalore,Mumbai,BAN-VAR-GUW-LUC-MUM,16:59,07:04,02:05:00 PM,3 stops,8166
Akasa Air,2019-12-25,Bangalore,Raipur,BAN-CHE-SUR-RAI,12:26,14:03,01:37:00 AM,2 stops,6677
Air India,2024-07-28,Jaipur,Nagpur,JAI-BHU-LUC-NAG,13:18,16:17,02:59:00 AM,2 stops,5199
IndiGo,2023-03-19,Bangalore,Indore,BAN-IND,05:06,03:52,10:46:00 PM,non-stop,5339
SpiceJet,2025-05-21,Mumbai,Ahmedabad,MUM-AHM,20:02,01:28,05:26:00 AM,non-stop,5250
Alliance Air,2022-04-27,Varanasi,Nagpur,VAR-CHE-PUN-NAG,17:04,14:57,09:53:00 PM,2 stops,8075
Vistara,2022-11-01,Nagpur,Indore,NAG-IND,16:22,11:40,07:18:00 PM,non-stop,7450
Air India,2024-01-01,Pune,Hyderabad,PUN-HYD,22:55,06:02,07:07:00 AM,non-stop,6719
GoAir,2021-12-10,Bhubaneswar,Kolkata,BHU-BAN-COC-LUC-KOL,13:33,19:59,06:26:00 AM,3 stops,16692
TruJet,2020-09-03,Guwahati,Hyderabad,GUW-JAI-HYD,15:01,06:59,03:58:00 PM,1 stop,5006
Alliance Air,2021-06-04,Cochin,Bangalore,COC-IND-KOL-BAN,04:58,19:21,02:23:00 PM,2 stops,9808
Alliance Air,2020-03-07,Lucknow,Nagpur,LUC-RAI-CHE-NAG,22:39,01:07,02:28:00 AM,2 stops,13996
Vistara,2023-12-25,Nagpur,Lucknow,NAG-VAR-GOA-RAI-LUC,14:25,01:22,10:57:00 AM,3 stops,13127
Akasa Air,2019-03-28,Ahmedabad,Guwahati,AHM-COC-VAR-GUW,03:43,00:07,08:24:00 PM,2 stops,7677
Air India,2020-07-07,Raipur,Delhi,RAI-PAT-GOA-JAI-DEL,14:50,10:38,07:48:00 PM,3 stops,9902
Star Air,2022-12-10,Raipur,Pune,RAI-KOL-VAR-PUN,01:30,06:26,04:56:00 AM,2 stops,15511
Star Air,2024-04-23,Nagpur,Jaipur,NAG-GUW-COC-HYD-JAI,17:23,03:41,10:18:00 AM,3 stops,13694
AirAsia India,2024-03-10,Raipur,Surat,RAI-BHU-SUR,06:04,14:03,07:59:00 AM,1 stop,9826
IndiGo,2024-08-26,Cochin,Nagpur,COC-BHU-AHM-NAG,06:45,15:36,08:51:00 AM,2 stops,8747
Star Air,2020-12-21,Kolkata,Nagpur,KOL-BAN-RAI-NAG,02:24,14:56,12:32:00 PM,2 stops,12074
IndiGo,2020-04-19,Indore,Lucknow,IND-LUC,07:04,17:58,10:54:00 AM,non-stop,9960
Star Air,2022-01-10,Pune,Indore,PUN-IND,13:53,09:03,07:10:00 PM,non-stop,7437
Star Air,2021-06-07,Indore,Guwahati,IND-NAG-GUW,21:38,13:16,03:38:00 PM,1 stop,5416
AirAsia India,2024-07-03,Bangalore,Varanasi,BAN-SUR-VAR,00:10,00:19,12:09:00 AM,1 stop,5022
Vistara,2024-06-21,Lucknow,Patna,LUC-VAR-PAT,15:14,01:36,10:22:00 AM,1 stop,12077
TruJet,2025-02-20,Hyderabad,Varanasi,HYD-MUM-VAR,23:22,10:13,10:51:00 AM,1 stop,12313
IndiGo,2025-04-26,Kolkata,Lucknow,KOL-VAR-GOA-RAI-LUC,22:21,15:20,04:59:00 PM,3 stops,12134
Star Air,2020-09-11,Patna,Kolkata,PAT-NAG-COC-PUN-KOL,00:16,14:36,02:20:00 PM,3 stops,14369
IndiGo,2021-03-13,Hyderabad,Indore,HYD-IND,07:58,13:34,05:36:00 AM,non-stop,2734
AirAsia India,2025-09-19,Delhi,Chennai,DEL-GUW-CHE,21:52,10:41,12:49:00 PM,1 stop,7961
IndiGo,2024-05-26,Raipur,Nagpur,RAI-BAN-JAI-DEL-NAG,07:45,01:05,05:20:00 PM,3 stops,16017
Star Air,2019-01-24,Bhubaneswar,Mumbai,BHU-GUW-DEL-KOL-MUM,20:00,14:43,06:43:00 PM,3 stops,14167
Vistara,2020-04-10,Guwahati,Patna,GUW-DEL-BHU-PAT,20:21,22:17,01:56:00 AM,2 stops,13229
Air India,2021-12-15,Goa,Indore,GOA-LUC-BAN-PAT-IND,14:15,04:05,01:50:00 PM,3 stops,13477
Star Air,2025-01-21,Mumbai,Patna,MUM-PAT,10:50,11:47,12:57:00 AM,non-stop,4833
Star Air,2023-03-07,Patna,Mumbai,PAT-MUM,18:09,19:36,01:27:00 AM,non-stop,10941
Alliance Air,2024-10-02,Guwahati,Surat,GUW-VAR-SUR,23:49,16:52,05:03:00 PM,1 stop,4230
Vistara,2021-02-28,Varanasi,Cochin,VAR-PUN-COC,15:12,13:19,10:07:00 PM,1 stop,8954
Star Air,2023-02-26,Surat,Kolkata,SUR-MUM-NAG-PAT-KOL,20:24,18:37,10:13:00 PM,3 stops,9121
SpiceJet,2021-02-03,Nagpur,Delhi,NAG-HYD-GOA-DEL,17:17,02:30,09:13:00 AM,2 stops,5114
SpiceJet,2022-03-07,Pune,Varanasi,PUN-HYD-KOL-DEL-VAR,23:38,07:27,07:49:00 AM,3 stops,9502
GoAir,2021-04-28,Patna,Hyderabad,PAT-HYD,16:48,22:06,05:18:00 AM,non-stop,3168
Vistara,2021-08-13,Guwahati,Indore,GUW-RAI-IND,13:52,01:52,12:00:00 PM,1 stop,6686
Air India,2023-05-25,Cochin,Raipur,COC-SUR-GOA-RAI,06:09,19:50,01:41:00 PM,2 stops,6921
Air India,2021-02-08,Cochin,Ahmedabad,COC-SUR-HYD-AHM,20:01,17:10,09:09:00 PM,2 stops,12276
AirAsia India,2025-05-05,Goa,Pune,GOA-BHU-VAR-BAN-PUN,16:10,18:26,02:16:00 AM,3 stops,11126
Air India,2019-04-02,Mumbai,Nagpur,MUM-NAG,22:14,08:38,10:24:00 AM,non-stop,3688
IndiGo,2019-04-24,Mumbai,Ahmedabad,MUM-HYD-IND-KOL-AHM,20:37,13:22,04:45:00 PM,3 stops,12607
GoAir,2023-12-12,Goa,Varanasi,GOA-VAR,14:03,19:39,05:36:00 AM,non-stop,8559
AirAsia India,2022-01-12,Raipur,Bangalore,RAI-MUM-GOA-GUW-BAN,11:07,11:47,12:40:00 AM,3 stops,14308
Star Air,2021-10-06,Lucknow,Bhubaneswar,LUC-BHU,02:27,20:12,05:45:00 PM,non-stop,4403
SpiceJet,2021-03-08,Nagpur,Mumbai,NAG-COC-HYD-PUN-MUM,21:58,12:09,02:11:00 PM,3 stops,13640
IndiGo,2021-11-18,Delhi,Raipur,DEL-RAI,21:25,11:28,02:03:00 PM,non-stop,4240
Air India,2020-02-24,Patna,Kolkata,PAT-VAR-NAG-MUM-KOL,00:16,19:05,06:49:00 PM,3 stops,11002
SpiceJet,2022-09-28,Patna,Lucknow,PAT-LUC,02:06,22:45,08:39:00 PM,non-stop,3551
Star Air,2023-04-14,Raipur,Kolkata,RAI-KOL,01:56,08:00,06:04:00 AM,non-stop,5620
Akasa Air,2022-11-26,Nagpur,Jaipur,NAG-GOA-AHM-JAI,23:30,09:04,09:34:00 AM,2 stops,13900
Star Air,2025-02-05,Goa,Lucknow,GOA-COC-BHU-LUC,14:52,03:26,12:34:00 PM,2 stops,9832
SpiceJet,2023-10-26,Jaipur,Varanasi,JAI-VAR,20:17,04:20,08:03:00 AM,non-stop,4796
Air India,2025-10-07,Chennai,Raipur,CHE-BAN-RAI,03:38,01:34,09:56:00 PM,1 stop,13115
IndiGo,2019-06-25,Bangalore,Nagpur,BAN-MUM-PUN-AHM-NAG,02:31,08:47,06:16:00 AM,3 stops,10619
Vistara,2019-03-11,Nagpur,Pune,NAG-BHU-LUC-MUM-PUN,16:26,04:23,11:57:00 AM,3 stops,8232
Alliance Air,2020-08-15,Goa,Patna,GOA-GUW-PAT,07:37,13:19,05:42:00 AM,1 stop,5070
Star Air,2022-05-19,Mumbai,Nagpur,MUM-NAG,07:35,01:04,05:29:00 PM,non-stop,5002
GoAir,2025-10-09,Chennai,Kolkata,CHE-AHM-KOL,09:56,01:01,03:05:00 PM,1 stop,3685
AirAsia India,2020-12-01,Ahmedabad,Goa,AHM-SUR-GOA,03:20,17:43,02:23:00 PM,1 stop,7760
IndiGo,2020-12-16,Surat,Guwahati,SUR-GUW,12:05,05:58,05:53:00 PM,non-stop,6606
Akasa Air,2019-07-27,Goa,Delhi,GOA-CHE-LUC-DEL,18:23,13:55,07:32:00 PM,2 stops,5344
GoAir,2020-12-10,Bhubaneswar,Raipur,BHU-RAI,12:25,14:37,02:12:00 AM,non-stop,6082
Air India,2023-03-20,Lucknow,Chennai,LUC-COC-RAI-NAG-CHE,13:52,22:19,08:27:00 AM,3 stops,9420
Akasa Air,2023-05-10,Delhi,Hyderabad,DEL-COC-GUW-PAT-HYD,16:29,05:31,01:02:00 PM,3 stops,11629
IndiGo,2024-04-13,Delhi,Raipur,DEL-GUW-RAI,14:23,12:44,10:21:00 PM,1 stop,7041
Air India,2019-04-08,Varanasi,Bhubaneswar,VAR-BHU,03:14,07:07,03:53:00 AM,non-stop,3673
TruJet,2021-06-03,Hyderabad,Kolkata,HYD-COC-JAI-IND-KOL,22:46,23:21,12:35:00 AM,3 stops,13041
TruJet,2023-12-05,Patna,Pune,PAT-JAI-NAG-MUM-PUN,01:08,05:30,04:22:00 AM,3 stops,13396
GoAir,2022-02-04,Patna,Pune,PAT-PUN,01:30,22:32,09:02:00 PM,non-stop,3705
Air India,2024-12-12,Indore,Raipur,IND-HYD-RAI,11:58,15:09,03:11:00 AM,1 stop,11307
IndiGo,2024-08-15,Guwahati,Bhubaneswar,GUW-VAR-BAN-BHU,19:57,08:08,12:11:00 PM,2 stops,11913
Alliance Air,2021-11-05,Jaipur,Bangalore,JAI-BHU-KOL-BAN,09:48,04:50,07:02:00 PM,2 stops,9432
Akasa Air,2020-02-12,Goa,Kolkata,GOA-KOL,23:20,17:16,05:56:00 PM,non-stop,11508
Vistara,2020-08-12,Chennai,Hyderabad,CHE-SUR-MUM-HYD,17:53,16:02,10:09:00 PM,2 stops,9955
Vistara,2022-07-26,Cochin,Lucknow,COC-PAT-CHE-GUW-LUC,12:44,16:53,04:09:00 AM,3 stops,16486
Star Air,2024-02-05,Mumbai,Jaipur,MUM-PUN-JAI,20:16,02:19,06:03:00 AM,1 stop,5607
Vistara,2019-11-17,Lucknow,Nagpur,LUC-PUN-COC-VAR-NAG,23:33,01:20,01:47:00 AM,3 stops,11922
Alliance Air,2021-11-18,Pune,Kolkata,PUN-KOL,15:22,13:50,10:28:00 PM,non-stop,7356
Star Air,2025-09-07,Jaipur,Goa,JAI-HYD-DEL-GOA,11:37,17:41,06:04:00 AM,2 stops,10582
TruJet,2021-10-25,Indore,Bangalore,IND-GOA-MUM-RAI-BAN,11:10,18:25,07:15:00 AM,3 stops,12070
AirAsia India,2021-08-24,Mumbai,Kolkata,MUM-KOL,19:41,21:29,01:48:00 AM,non-stop,11074
GoAir,2025-01-20,Indore,Mumbai,IND-MUM,11:11,12:53,01:42:00 AM,non-stop,10202
Air India,2020-08-16,Chennai,Cochin,CHE-NAG-COC,18:45,18:39,11:54:00 PM,1 stop,9027
IndiGo,2024-02-02,Surat,Hyderabad,SUR-IND-DEL-KOL-HYD,15:00,23:20,08:20:00 AM,3 stops,12032
IndiGo,2020-09-24,Jaipur,Chennai,JAI-GOA-DEL-CHE,09:49,10:10,12:21:00 AM,2 stops,11193
Air India,2020-08-27,Surat,Patna,SUR-JAI-IND-PAT,04:37,18:00,01:23:00 PM,2 stops,9273
Alliance Air,2021-06-22,Delhi,Indore,DEL-SUR-VAR-IND,12:05,18:04,05:59:00 AM,2 stops,14218
Star Air,2021-06-16,Cochin,Goa,COC-KOL-GOA,17:27,17:46,12:19:00 AM,1 stop,11464
SpiceJet,2020-09-09,Patna,Cochin,PAT-BAN-RAI-PUN-COC,20:40,21:50,01:10:00 AM,3 stops,14248
TruJet,2023-06-25,Raipur,Kolkata,RAI-KOL,23:51,16:37,04:46:00 PM,non-stop,11647
SpiceJet,2021-09-07,Kolkata,Nagpur,KOL-NAG,00:55,06:10,05:15:00 AM,non-stop,11248
Akasa Air,2024-08-05,Varanasi,Jaipur,VAR-GOA-PUN-JAI,06:16,11:53,05:37:00 AM,2 stops,7972
Star Air,2022-06-27,Pune,Varanasi,PUN-VAR,00:29,03:55,03:26:00 AM,non-stop,8853
Vistara,2024-07-21,Surat,Varanasi,SUR-VAR,13:31,10:21,08:50:00 PM,non-stop,9008
Alliance Air,2024-04-15,Jaipur,Patna,JAI-MUM-IND-RAI-PAT,08:29,04:47,08:18:00 PM,3 stops,10840
Star Air,2019-09-17,Nagpur,Jaipur,NAG-JAI,22:55,03:54,04:59:00 AM,non-stop,3550
Alliance Air,2024-09-24,Mumbai,Indore,MUM-PAT-RAI-IND,23:04,07:21,08:17:00 AM,2 stops,13150
IndiGo,2025-05-24,Indore,Kolkata,IND-JAI-KOL,12:41,20:15,07:34:00 AM,1 stop,8261
GoAir,2020-09-18,Chennai,Indore,CHE-GOA-IND,14:57,20:22,05:25:00 AM,1 stop,11930
Air India,2025-09-14,Lucknow,Guwahati,LUC-CHE-GUW,19:14,09:42,02:28:00 PM,1 stop,11700
Alliance Air,2024-05-28,Chennai,Bangalore,CHE-IND-LUC-BAN,03:45,04:32,12:47:00 AM,2 stops,13139
TruJet,2022-06-14,Bangalore,Delhi,BAN-VAR-GUW-DEL,22:35,21:49,11:14:00 PM,2 stops,7916
Air India,2023-12-23,Raipur,Nagpur,RAI-HYD-NAG,20:04,13:18,05:14:00 PM,1 stop,7577
Alliance Air,2023-05-12,Lucknow,Ahmedabad,LUC-DEL-PUN-AHM,07:43,05:48,10:05:00 PM,2 stops,6243
TruJet,2021-10-12,Kolkata,Jaipur,KOL-PUN-LUC-RAI-JAI,12:17,02:06,01:49:00 PM,3 stops,15667
GoAir,2022-05-23,Patna,Hyderabad,PAT-RAI-DEL-HYD,14:29,15:02,12:33:00 AM,2 stops,12795
Air India,2025-10-17,Surat,Raipur,SUR-GOA-RAI,20:18,16:03,07:45:00 PM,1 stop,5643
AirAsia India,2023-12-10,Bhubaneswar,Hyderabad,BHU-PAT-LUC-HYD,09:02,21:05,12:03:00 PM,2 stops,7232
AirAsia India,2024-04-26,Raipur,Pune,RAI-NAG-CHE-PUN,09:34,10:09,12:35:00 AM,2 stops,13275
GoAir,2020-07-05,Goa,Chennai,GOA-CHE,03:41,23:04,07:23:00 PM,non-stop,10389
Star Air,2023-10-05,Indore,Hyderabad,IND-BHU-VAR-HYD,10:36,11:02,12:26:00 AM,2 stops,4917
AirAsia India,2024-03-14,Cochin,Varanasi,COC-AHM-SUR-VAR,12:18,11:27,11:09:00 PM,2 stops,6004
TruJet,2025-12-26,Kolkata,Nagpur,KOL-NAG,07:41,15:42,08:01:00 AM,non-stop,3592
IndiGo,2019-10-02,Lucknow,Bangalore,LUC-JAI-NAG-AHM-BAN,13:40,01:19,11:39:00 AM,3 stops,9449
IndiGo,2022-05-05,Hyderabad,Goa,HYD-COC-VAR-GOA,15:23,08:03,04:40:00 PM,2 stops,15513
Star Air,2022-05-25,Lucknow,Patna,LUC-GUW-PAT,19:27,21:09,01:42:00 AM,1 stop,5338
Alliance Air,2023-04-17,Hyderabad,Raipur,HYD-COC-JAI-RAI,22:38,16:05,05:27:00 PM,2 stops,13607
Vistara,2024-04-26,Bhubaneswar,Chennai,BHU-HYD-CHE,08:13,22:42,02:29:00 PM,1 stop,4150
Star Air,2020-10-02,Jaipur,Bangalore,JAI-KOL-GOA-COC-BAN,12:00,00:36,12:36:00 PM,3 stops,12395
Alliance Air,2022-08-28,Nagpur,Guwahati,NAG-GOA-GUW,15:14,11:18,08:04:00 PM,1 stop,11336
AirAsia India,2021-02-03,Raipur,Patna,RAI-GUW-JAI-CHE-PAT,10:22,13:20,02:58:00 AM,3 stops,10725
IndiGo,2022-04-02,Goa,Chennai,GOA-PAT-CHE,06:53,05:04,10:11:00 PM,1 stop,7876
SpiceJet,2021-09-16,Chennai,Nagpur,CHE-NAG,03:33,17:40,02:07:00 PM,non-stop,10936
AirAsia India,2024-08-21,Raipur,Patna,RAI-PAT,14:16,14:52,12:36:00 AM,non-stop,3735
SpiceJet,2023-09-11,Goa,Delhi,GOA-DEL,05:17,19:13,01:56:00 PM,non-stop,5594
GoAir,2025-10-03,Cochin,Delhi,COC-SUR-DEL,20:51,17:06,08:15:00 PM,1 stop,8790
Akasa Air,2020-09-11,Nagpur,Mumbai,NAG-BHU-DEL-MUM,16:46,01:22,08:36:00 AM,2 stops,5991
SpiceJet,2024-10-24,Goa,Chennai,GOA-BHU-PAT-CHE,07:00,22:19,03:19:00 PM,2 stops,11275
GoAir,2021-02-10,Indore,Surat,IND-LUC-NAG-SUR,13:32,21:33,08:01:00 AM,2 stops,7824
Akasa Air,2021-03-20,Surat,Delhi,SUR-DEL,10:57,01:19,02:22:00 PM,non-stop,6989
AirAsia India,2021-11-12,Guwahati,Goa,GUW-GOA,00:29,11:11,10:42:00 AM,non-stop,5043
AirAsia India,2019-08-05,Guwahati,Delhi,GUW-VAR-MUM-BHU-DEL,10:01,15:41,05:40:00 AM,3 stops,12054
Alliance Air,2022-05-26,Bhubaneswar,Jaipur,BHU-VAR-COC-BAN-JAI,01:11,09:06,07:55:00 AM,3 stops,15449
IndiGo,2023-11-18,Surat,Jaipur,SUR-JAI,14:06,13:45,11:39:00 PM,non-stop,10096
GoAir,2025-06-02,Chennai,Bhubaneswar,CHE-COC-AHM-BHU,03:55,08:39,04:44:00 AM,2 stops,12452
TruJet,2020-02-08,Kolkata,Delhi,KOL-DEL,20:19,03:25,07:06:00 AM,non-stop,8586
Air India,2021-09-07,Chennai,Hyderabad,CHE-BAN-BHU-HYD,17:38,22:57,05:19:00 AM,2 stops,8768
Star Air,2023-03-10,Patna,Bhubaneswar,PAT-BAN-BHU,21:33,17:45,08:12:00 PM,1 stop,11482
Air India,2024-02-04,Lucknow,Kolkata,LUC-KOL,07:06,22:16,03:10:00 PM,non-stop,8093
Akasa Air,2025-04-25,Surat,Lucknow,SUR-RAI-CHE-COC-LUC,19:48,20:35,12:47:00 AM,3 stops,12940
Alliance Air,2020-12-09,Patna,Jaipur,PAT-VAR-JAI,20:27,15:34,07:07:00 PM,1 stop,10833
Alliance Air,2020-01-03,Pune,Nagpur,PUN-BAN-GOA-NAG,16:01,11:25,07:24:00 PM,2 stops,5312
IndiGo,2021-05-18,Hyderabad,Delhi,HYD-DEL,15:57,10:49,06:52:00 PM,non-stop,11743
TruJet,2025-04-10,Pune,Chennai,PUN-PAT-AHM-CHE,15:24,09:54,06:30:00 PM,2 stops,11402
IndiGo,2023-07-28,Varanasi,Delhi,VAR-PUN-DEL,10:35,09:18,10:43:00 PM,1 stop,8487
Star Air,2024-08-13,Surat,Hyderabad,SUR-PAT-HYD,11:20,01:32,02:12:00 PM,1 stop,3421
Air India,2022-01-16,Jaipur,Guwahati,JAI-GUW,00:08,19:01,06:53:00 PM,non-stop,4369
Star Air,2025-04-05,Cochin,Hyderabad,COC-HYD,15:19,03:24,12:05:00 PM,non-stop,5221
Air India,2024-01-04,Ahmedabad,Mumbai,AHM-LUC-MUM,14:20,08:21,06:01:00 PM,1 stop,5062
AirAsia India,2025-10-27,Raipur,Lucknow,RAI-IND-SUR-LUC,05:26,03:50,10:24:00 PM,2 stops,7152
Akasa Air,2021-07-01,Cochin,Indore,COC-IND,15:13,11:35,08:22:00 PM,non-stop,4027
Vistara,2019-02-14,Indore,Goa,IND-KOL-GOA,01:27,16:06,02:39:00 PM,1 stop,8753
Vistara,2025-07-14,Delhi,Varanasi,DEL-BHU-VAR,02:38,18:02,03:24:00 PM,1 stop,4958
Air India,2021-02-10,Jaipur,Kolkata,JAI-MUM-PUN-AHM-KOL,21:36,04:25,06:49:00 AM,3 stops,12336
Star Air,2025-02-11,Delhi,Kolkata,DEL-JAI-BHU-BAN-KOL,03:28,09:09,05:41:00 AM,3 stops,6028
AirAsia India,2019-08-18,Pune,Nagpur,PUN-NAG,03:55,05:58,02:03:00 AM,non-stop,5860
TruJet,2019-01-28,Pune,Jaipur,PUN-JAI,10:39,20:32,09:53:00 AM,non-stop,8641
Akasa Air,2019-07-21,Pune,Mumbai,PUN-HYD-LUC-MUM,20:17,17:16,08:59:00 PM,2 stops,7835
TruJet,2024-12-14,Mumbai,Goa,MUM-DEL-GOA,19:05,17:37,10:32:00 PM,1 stop,12745
IndiGo,2025-08-10,Lucknow,Varanasi,LUC-GOA-DEL-VAR,12:18,05:45,05:27:00 PM,2 stops,7763
Air India,2023-06-11,Pune,Jaipur,PUN-JAI,06:12,05:03,10:51:00 PM,non-stop,6965
SpiceJet,2024-08-13,Nagpur,Chennai,NAG-CHE,03:18,01:03,09:45:00 PM,non-stop,8292
Star Air,2020-01-05,Hyderabad,Chennai,HYD-JAI-IND-CHE,15:35,09:52,06:17:00 PM,2 stops,13530
GoAir,2021-05-19,Goa,Bangalore,GOA-MUM-CHE-RAI-BAN,06:13,17:24,11:11:00 AM,3 stops,8703
Star Air,2023-04-08,Goa,Mumbai,GOA-DEL-RAI-CHE-MUM,12:44,01:49,01:05:00 PM,3 stops,9156
Star Air,2021-07-17,Mumbai,Jaipur,MUM-JAI,10:40,10:06,11:26:00 PM,non-stop,9044
IndiGo,2022-07-14,Raipur,Ahmedabad,RAI-GUW-DEL-AHM,04:25,17:19,12:54:00 PM,2 stops,4641
Vistara,2022-10-20,Lucknow,Varanasi,LUC-JAI-IND-BAN-VAR,22:03,10:07,12:04:00 PM,3 stops,16907
Star Air,2020-05-20,Raipur,Varanasi,RAI-VAR,06:59,05:37,10:38:00 PM,non-stop,2817
TruJet,2025-04-12,Kolkata,Surat,KOL-HYD-AHM-SUR,19:39,16:21,08:42:00 PM,2 stops,12658
AirAsia India,2023-01-05,Surat,Nagpur,SUR-CHE-NAG,09:53,23:16,01:23:00 PM,1 stop,10362
SpiceJet,2022-11-03,Surat,Indore,SUR-IND,09:31,01:13,03:42:00 PM,non-stop,7852
SpiceJet,2022-08-11,Bangalore,Patna,BAN-CHE-KOL-GUW-PAT,07:49,13:39,05:50:00 AM,3 stops,14701
IndiGo,2025-08-25,Pune,Lucknow,PUN-CHE-COC-BHU-LUC,06:07,11:42,05:35:00 AM,3 stops,16310
Star Air,2021-08-27,Mumbai,Nagpur,MUM-VAR-IND-NAG,03:12,18:04,02:52:00 PM,2 stops,6679
AirAsia India,2020-11-02,Ahmedabad,Patna,AHM-NAG-GUW-BHU-PAT,23:17,23:46,12:29:00 AM,3 stops,8467
Vistara,2024-07-27,Nagpur,Delhi,NAG-DEL,17:37,22:12,04:35:00 AM,non-stop,7034
Air India,2025-03-28,Cochin,Patna,COC-LUC-PUN-PAT,17:02,22:15,05:13:00 AM,2 stops,8077
Alliance Air,2021-05-04,Pune,Nagpur,PUN-JAI-NAG,06:53,16:12,09:19:00 AM,1 stop,10804
Star Air,2025-06-13,Nagpur,Patna,NAG-DEL-PAT,21:27,17:09,07:42:00 PM,1 stop,9993
GoAir,2024-09-09,Lucknow,Kolkata,LUC-KOL,09:13,04:58,07:45:00 PM,non-stop,3567
IndiGo,2023-01-22,Raipur,Guwahati,RAI-LUC-PUN-GOA-GUW,10:27,12:31,02:04:00 AM,3 stops,11988
Akasa Air,2019-06-05,Kolkata,Bhubaneswar,KOL-IND-SUR-BHU,00:03,23:24,11:21:00 PM,2 stops,6547
SpiceJet,2020-03-05,Bangalore,Varanasi,BAN-DEL-BHU-VAR,11:42,22:25,10:43:00 AM,2 stops,12050
TruJet,2021-04-23,Bhubaneswar,Guwahati,BHU-PAT-GUW,12:27,04:11,03:44:00 PM,1 stop,9371
Alliance Air,2021-11-11,Raipur,Bangalore,RAI-NAG-BAN,20:28,14:12,05:44:00 PM,1 stop,9266
Vistara,2023-12-22,Varanasi,Indore,VAR-PAT-RAI-BHU-IND,19:27,17:58,10:31:00 PM,3 stops,13454
Star Air,2023-10-09,Nagpur,Ahmedabad,NAG-PAT-IND-AHM,02:40,12:01,09:21:00 AM,2 stops,5929
SpiceJet,2024-05-24,Hyderabad,Guwahati,HYD-CHE-VAR-GUW,09:33,15:36,06:03:00 AM,2 stops,13418
AirAsia India,2024-05-02,Indore,Surat,IND-DEL-JAI-MUM-SUR,09:28,18:48,09:20:00 AM,3 stops,13299
AirAsia India,2019-08-04,Varanasi,Jaipur,VAR-JAI,17:08,21:57,04:49:00 AM,non-stop,9376
Vistara,2024-01-24,Mumbai,Indore,MUM-GOA-AHM-IND,01:19,23:56,10:37:00 PM,2 stops,12821
AirAsia India,2025-01-08,Mumbai,Jaipur,MUM-IND-GOA-JAI,21:55,01:04,03:09:00 AM,2 stops,6534
Akasa Air,2019-07-19,Goa,Bangalore,GOA-SUR-BAN,05:27,09:19,03:52:00 AM,1 stop,12695
IndiGo,2023-03-18,Mumbai,Goa,MUM-SUR-LUC-DEL-GOA,14:03,02:08,12:05:00 PM,3 stops,10711
Vistara,2025-01-13,Cochin,Goa,COC-PUN-JAI-GOA,00:39,07:27,06:48:00 AM,2 stops,12568
GoAir,2025-09-23,Surat,Ahmedabad,SUR-HYD-AHM,00:23,01:25,01:02:00 AM,1 stop,12681
IndiGo,2025-10-10,Chennai,Jaipur,CHE-KOL-GOA-RAI-JAI,09:59,16:10,06:11:00 AM,3 stops,11863
Alliance Air,2020-09-08,Raipur,Kolkata,RAI-BAN-MUM-KOL,23:49,06:49,07:00:00 AM,2 stops,5911
Vistara,2024-12-11,Patna,Guwahati,PAT-GUW,09:08,18:04,08:56:00 AM,non-stop,5987
Star Air,2019-08-23,Mumbai,Guwahati,MUM-RAI-AHM-NAG-GUW,03:24,20:05,04:41:00 PM,3 stops,14006
IndiGo,2019-12-16,Nagpur,Bangalore,NAG-JAI-BAN,17:52,13:10,07:18:00 PM,1 stop,7070
Alliance Air,2023-07-14,Raipur,Surat,RAI-HYD-SUR,21:27,05:24,07:57:00 AM,1 stop,8020
IndiGo,2021-04-12,Indore,Bangalore,IND-BAN,20:23,08:48,12:25:00 PM,non-stop,7370
IndiGo,2020-05-15,Varanasi,Nagpur,VAR-NAG,16:20,12:31,08:11:00 PM,non-stop,8396
IndiGo,2019-11-07,Ahmedabad,Lucknow,AHM-LUC,21:32,20:56,11:24:00 PM,non-stop,7179
Vistara,2021-03-04,Jaipur,Lucknow,JAI-CHE-LUC,06:09,02:20,08:11:00 PM,1 stop,11512
Star Air,2021-02-13,Lucknow,Varanasi,LUC-VAR,02:39,09:59,07:20:00 AM,non-stop,6750
Akasa Air,2025-09-07,Kolkata,Surat,KOL-HYD-IND-NAG-SUR,09:18,14:45,05:27:00 AM,3 stops,10319
Star Air,2022-11-22,Patna,Jaipur,PAT-SUR-COC-VAR-JAI,08:36,04:04,07:28:00 PM,3 stops,13143
SpiceJet,2025-03-28,Goa,Raipur,GOA-COC-RAI,16:51,11:31,06:40:00 PM,1 stop,6617
