Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price
SpiceJet,2019-03-17,Delhi,Kolkata,DEL-PUN-PAT-BHU-KOL,23:51,08:17,08:26:00 AM,3 stops,9088
SpiceJet,2023-02-23,Hyderabad,Bangalore,HYD-LUC-VAR-BAN,17:19,02:56,09:37:00 AM,2 stops,8041
TruJet,2022-07-05,Bangalore,Delhi,BAN-DEL,15:33,22:30,06:57:00 AM,non-stop,2616
Vistara,2022-05-15,Nagpur,Mumbai,NAG-IND-MUM,22:31,23:53,01:22:00 AM,1 stop,5469
Star Air,2023-09-05,Indore,Mumbai,IND-DEL-MUM,14:30,15:56,01:26:00 AM,1 stop,4507
AirAsia India,2021-11-10,Bhubaneswar,Mumbai,BHU-KOL-GUW-MUM,16:52,05:57,01:05:00 PM,2 stops,12000
SpiceJet,2022-05-08,Kolkata,Guwahati,KOL-RAI-CHE-GUW,08:12,06:38,10:26:00 PM,2 stops,7219
SpiceJet,2022-07-01,Hyderabad,Surat,HYD-RAI-COC-PAT-SUR,04:10,19:41,03:31:00 PM,3 stops,12442
Star Air,2020-12-16,Mumbai,Varanasi,MUM-SUR-VAR,03:07,12:27,09:20:00 AM,1 stop,6693
Vistara,2019-01-21,Ahmedabad,Lucknow,AHM-JAI-RAI-LUC,14:51,20:40,05:49:00 AM,2 stops,11731
Akasa Air,2019-12-20,Mumbai,Pune,MUM-PUN,18:53,00:25,05:32:00 AM,non-stop,3715
Air India,2019-04-17,Varanasi,Raipur,VAR-JAI-BAN-KOL-RAI,13:35,00:06,10:31:00 AM,3 stops,10957
Akasa Air,2025-12-14,Jaipur,Guwahati,JAI-DEL-GUW,22:25,09:10,10:45:00 AM,1 stop,12291
Star Air,2025-04-06,Mumbai,Kolkata,MUM-BAN-GOA-COC-KOL,20:09,12:48,04:39:00 PM,3 stops,9970
TruJet,2021-08-01,Surat,Hyderabad,SUR-BAN-VAR-HYD,00:52,21:50,08:58:00 PM,2 stops,14095
Alliance Air,2020-11-23,Patna,Chennai,PAT-CHE,22:00,08:42,10:42:00 AM,non-stop,6054
IndiGo,2020-12-20,Indore,Chennai,IND-KOL-SUR-CHE,09:39,23:47,02:08:00 PM,2 stops,13257
TruJet,2019-09-08,Varanasi,Bangalore,VAR-AHM-BAN,15:41,17:20,01:39:00 AM,1 stop,5662
IndiGo,2023-02-01,Bangalore,Chennai,BAN-GOA-VAR-CHE,01:55,08:37,06:42:00 AM,2 stops,13147
GoAir,2024-03-07,Chennai,Hyderabad,CHE-HYD,12:14,05:03,04:49:00 PM,non-stop,8849
Vistara,2022-07-16,Ahmedabad,Cochin,AHM-CHE-SUR-JAI-COC,15:12,02:10,10:58:00 AM,3 stops,9228
Akasa Air,2020-01-20,Nagpur,Lucknow,NAG-RAI-GOA-LUC,19:02,01:37,06:35:00 AM,2 stops,12148
Air India,2025-02-06,Surat,Pune,SUR-BAN-LUC-KOL-PUN,12:55,11:33,10:38:00 PM,3 stops,8981
Air India,2023-03-15,Patna,Guwahati,PAT-AHM-GUW,06:58,03:56,08:58:00 PM,1 stop,10132
Air India,2022-09-04,Guwahati,Surat,GUW-BHU-PAT-VAR-SUR,13:50,23:56,10:06:00 AM,3 stops,7648
AirAsia India,2020-07-26,Guwahati,Kolkata,GUW-PAT-PUN-KOL,11:16,06:02,06:46:00 PM,2 stops,12663
GoAir,2019-03-02,Kolkata,Indore,KOL-NAG-PUN-IND,04:18,10:01,05:43:00 AM,2 stops,15052
TruJet,2019-01-16,Hyderabad,Guwahati,HYD-GUW,10:29,22:02,11:33:00 AM,non-stop,10568
Air India,2024-10-14,Kolkata,Guwahati,KOL-GUW,23:10,20:24,09:14:00 PM,non-stop,4974
Vistara,2025-12-20,Patna,Bhubaneswar,PAT-GOA-NAG-BHU,10:51,09:26,10:35:00 PM,2 stops,6897
IndiGo,2025-11-03,Nagpur,Raipur,NAG-JAI-COC-RAI,07:49,00:50,05:01:00 PM,2 stops,11349
IndiGo,2019-11-28,Goa,Patna,GOA-COC-NAG-HYD-PAT,05:26,00:21,06:55:00 PM,3 stops,15130
SpiceJet,2024-05-21,Delhi,Kolkata,DEL-KOL,08:27,06:49,10:22:00 PM,non-stop,6901
IndiGo,2025-10-17,Nagpur,Indore,NAG-COC-PAT-IND,05:50,00:44,06:54:00 PM,2 stops,14340
AirAsia India,2021-12-03,Cochin,Mumbai,COC-MUM,02:19,03:41,01:22:00 AM,non-stop,6437
Star Air,2022-03-16,Guwahati,Goa,GUW-GOA,18:49,12:18,05:29:00 PM,non-stop,6426
GoAir,2020-01-01,Pune,Goa,PUN-HYD-PAT-GOA,00:47,20:51,08:04:00 PM,2 stops,9341
SpiceJet,2024-03-14,Varanasi,Guwahati,VAR-PUN-BHU-GUW,02:43,10:29,07:46:00 AM,2 stops,13278
IndiGo,2020-05-27,Goa,Bangalore,GOA-HYD-VAR-RAI-BAN,17:38,13:57,08:19:00 PM,3 stops,13367
Star Air,2022-05-08,Cochin,Bangalore,COC-AHM-BAN,14:35,12:53,10:18:00 PM,1 stop,12682
GoAir,2024-09-02,Surat,Nagpur,SUR-KOL-COC-NAG,01:24,02:32,01:08:00 AM,2 stops,7545
SpiceJet,2024-10-19,Guwahati,Chennai,GUW-PAT-CHE,00:14,04:57,04:43:00 AM,1 stop,9808
Alliance Air,2021-12-06,Delhi,Nagpur,DEL-LUC-NAG,15:49,05:46,01:57:00 PM,1 stop,10193
Alliance Air,2024-11-14,Lucknow,Bangalore,LUC-HYD-BAN,17:36,07:55,02:19:00 PM,1 stop,10818
AirAsia India,2021-04-19,Indore,Delhi,IND-DEL,10:08,21:29,11:21:00 AM,non-stop,10604
Akasa Air,2025-06-28,Cochin,Mumbai,COC-BHU-MUM,21:42,11:00,01:18:00 PM,1 stop,11730
GoAir,2019-12-27,Chennai,Jaipur,CHE-RAI-GOA-BAN-JAI,11:48,09:02,09:14:00 PM,3 stops,13973
SpiceJet,2024-03-11,Varanasi,Patna,VAR-COC-MUM-PAT,07:16,08:10,12:54:00 AM,2 stops,13883
Star Air,2022-07-06,Mumbai,Indore,MUM-GUW-PUN-IND,06:54,08:51,01:57:00 AM,2 stops,11170
Akasa Air,2025-10-07,Bhubaneswar,Patna,BHU-PAT,00:47,06:52,06:05:00 AM,non-stop,11220
Vistara,2020-12-13,Ahmedabad,Bhubaneswar,AHM-PAT-LUC-BAN-BHU,15:49,13:30,09:41:00 PM,3 stops,8431
GoAir,2024-10-28,Chennai,Raipur,CHE-RAI,02:37,10:49,08:12:00 AM,non-stop,5938
GoAir,2025-11-15,Indore,Hyderabad,IND-GUW-PUN-RAI-HYD,17:17,21:52,04:35:00 AM,3 stops,13004
IndiGo,2024-01-03,Jaipur,Delhi,JAI-DEL,21:17,14:38,05:21:00 PM,non-stop,9143
Alliance Air,2024-01-03,Mumbai,Surat,MUM-COC-KOL-SUR,21:56,04:01,06:05:00 AM,2 stops,15284
Akasa Air,2023-08-08,Indore,Goa,IND-BAN-VAR-LUC-GOA,19:58,02:42,06:44:00 AM,3 stops,8293
IndiGo,2019-11-10,Raipur,Patna,RAI-COC-PAT,15:42,16:14,12:32:00 AM,1 stop,5481
Akasa Air,2019-03-24,Patna,Kolkata,PAT-KOL,01:44,04:41,02:57:00 AM,non-stop,3833
AirAsia India,2022-09-06,Ahmedabad,Jaipur,AHM-JAI,01:09,18:30,05:21:00 PM,non-stop,11801
IndiGo,2023-11-25,Pune,Guwahati,PUN-HYD-LUC-VAR-GUW,01:29,23:50,10:21:00 PM,3 stops,11048
Vistara,2020-05-21,Indore,Cochin,IND-MUM-COC,14:43,11:44,09:01:00 PM,1 stop,13226
Star Air,2020-01-27,Jaipur,Varanasi,JAI-BHU-IND-VAR,05:54,04:35,10:41:00 PM,2 stops,5916
Star Air,2022-01-04,Chennai,Ahmedabad,CHE-COC-KOL-AHM,18:47,23:03,04:16:00 AM,2 stops,11992
TruJet,2024-10-21,Jaipur,Bangalore,JAI-AHM-BAN,05:18,19:42,02:24:00 PM,1 stop,7980
Vistara,2020-06-20,Varanasi,Mumbai,VAR-CHE-KOL-RAI-MUM,13:58,05:17,03:19:00 PM,3 stops,16801
TruJet,2019-05-27,Jaipur,Indore,JAI-IND,04:49,10:21,05:32:00 AM,non-stop,10074
SpiceJet,2020-05-22,Goa,Surat,GOA-SUR,18:42,05:24,10:42:00 AM,non-stop,3732
Vistara,2023-03-13,Varanasi,Raipur,VAR-CHE-PAT-BHU-RAI,12:27,17:55,05:28:00 AM,3 stops,16215
Akasa Air,2023-03-28,Patna,Pune,PAT-KOL-PUN,09:55,19:12,09:17:00 AM,1 stop,7958
SpiceJet,2021-09-20,Patna,Chennai,PAT-CHE,08:34,05:30,08:56:00 PM,non-stop,9936
SpiceJet,2025-11-18,Bhubaneswar,Surat,BHU-AHM-NAG-HYD-SUR,02:50,08:22,05:32:00 AM,3 stops,7390
Alliance Air,2023-05-18,Goa,Raipur,GOA-RAI,19:24,17:50,10:26:00 PM,non-stop,3182
Vistara,2020-03-22,Raipur,Mumbai,RAI-BAN-KOL-COC-MUM,14:16,18:55,04:39:00 AM,3 stops,11537
AirAsia India,2022-01-18,Bhubaneswar,Mumbai,BHU-MUM,19:59,16:13,08:14:00 PM,non-stop,3004
AirAsia India,2023-02-28,Delhi,Mumbai,DEL-MUM,22:54,23:13,12:19:00 AM,non-stop,3350
Star Air,2019-10-17,Chennai,Hyderabad,CHE-HYD,21:04,02:51,05:47:00 AM,non-stop,8629
AirAsia India,2025-08-25,Lucknow,Guwahati,LUC-GUW,19:17,21:43,02:26:00 AM,non-stop,9145
TruJet,2024-08-17,Delhi,Jaipur,DEL-GUW-HYD-JAI,17:15,06:06,12:51:00 PM,2 stops,14477
TruJet,2024-06-18,Guwahati,Goa,GUW-SUR-GOA,03:31,06:16,02:45:00 AM,1 stop,5918
Star Air,2020-02-07,Delhi,Indore,DEL-IND,05:39,17:03,11:24:00 AM,non-stop,4722
Alliance Air,2021-11-24,Surat,Nagpur,SUR-NAG,07:13,09:52,02:39:00 AM,non-stop,4507
IndiGo,2023-01-11,Hyderabad,Raipur,HYD-DEL-GOA-BAN-RAI,04:50,01:51,09:01:00 PM,3 stops,11857
SpiceJet,2022-05-24,Varanasi,Hyderabad,VAR-HYD,12:59,15:50,02:51:00 AM,non-stop,5344
Vistara,2021-03-19,Bhubaneswar,Guwahati,BHU-COC-GUW,18:54,14:28,07:34:00 PM,1 stop,8100
Air India,2019-06-16,Varanasi,Bangalore,VAR-DEL-BAN,22:40,03:06,04:26:00 AM,1 stop,12598
TruJet,2020-08-23,Hyderabad,Bhubaneswar,HYD-BHU,09:43,11:06,01:23:00 AM,non-stop,8867
Alliance Air,2021-01-11,Lucknow,Cochin,LUC-HYD-MUM-KOL-COC,09:18,19:58,10:40:00 AM,3 stops,9234
GoAir,2020-06-19,Jaipur,Mumbai,JAI-MUM,08:17,18:23,10:06:00 AM,non-stop,10198
Star Air,2019-04-15,Nagpur,Surat,NAG-COC-MUM-SUR,17:37,01:10,07:33:00 AM,2 stops,7221
Alliance Air,2024-09-08,Bangalore,Nagpur,BAN-VAR-NAG,04:20,16:51,12:31:00 PM,1 stop,3862
TruJet,2022-06-14,Nagpur,Guwahati,NAG-PAT-IND-GUW,15:03,07:38,04:35:00 PM,2 stops,6688
IndiGo,2020-03-28,Bhubaneswar,Chennai,BHU-CHE,00:58,09:28,08:30:00 AM,non-stop,2547
GoAir,2022-01-04,Surat,Mumbai,SUR-PAT-MUM,09:07,10:22,01:15:00 AM,1 stop,6650
IndiGo,2024-05-22,Ahmedabad,Hyderabad,AHM-HYD,03:24,06:04,02:40:00 AM,non-stop,6150
Alliance Air,2025-04-14,Chennai,Jaipur,CHE-JAI,17:06,19:51,02:45:00 AM,non-stop,8981
Alliance Air,2023-12-21,Varanasi,Indore,VAR-BAN-CHE-RAI-IND,08:12,22:35,02:23:00 PM,3 stops,7052
TruJet,2019-03-01,Hyderabad,Patna,HYD-RAI-PAT,16:00,20:10,04:10:00 AM,1 stop,11787
AirAsia India,2021-07-04,Bangalore,Hyderabad,BAN-GOA-COC-HYD,14:29,07:48,05:19:00 PM,2 stops,12729
TruJet,2022-12-28,Guwahati,Varanasi,GUW-COC-RAI-VAR,18:54,05:56,11:02:00 AM,2 stops,12108
Air India,2019-11-19,Goa,Raipur,GOA-PUN-COC-RAI,00:04,19:14,07:10:00 PM,2 stops,9897
Air India,2019-07-09,Surat,Hyderabad,SUR-BHU-IND-HYD,10:56,00:49,01:53:00 PM,2 stops,8887
AirAsia India,2025-09-16,Surat,Lucknow,SUR-LUC,16:21,10:02,05:41:00 PM,non-stop,6384
Star Air,2021-11-03,Hyderabad,Varanasi,HYD-PAT-COC-GOA-VAR,22:40,19:25,08:45:00 PM,3 stops,8757
Air India,2022-05-24,Ahmedabad,Surat,AHM-SUR,15:56,18:45,02:49:00 AM,non-stop,4702
Alliance Air,2023-07-16,Kolkata,Delhi,KOL-AHM-DEL,21:46,07:32,09:46:00 AM,1 stop,11978
Star Air,2020-05-26,Nagpur,Surat,NAG-GUW-IND-SUR,16:50,01:14,08:24:00 AM,2 stops,13559
Alliance Air,2025-04-11,Ahmedabad,Raipur,AHM-BHU-GOA-HYD-RAI,14:15,06:31,04:16:00 PM,3 stops,13472
IndiGo,2025-07-26,Surat,Hyderabad,SUR-HYD,03:47,06:14,02:27:00 AM,non-stop,4163
Star Air,2021-11-28,Kolkata,Hyderabad,KOL-HYD,06:48,13:20,06:32:00 AM,non-stop,3708
Akasa Air,2021-08-11,Bhubaneswar,Nagpur,BHU-NAG,03:12,09:14,06:02:00 AM,non-stop,8287
Akasa Air,2022-06-14,Raipur,Kolkata,RAI-KOL,10:28,16:48,06:20:00 AM,non-stop,11557
Vistara,2019-06-03,Varanasi,Patna,VAR-PUN-IND-PAT,04:18,03:45,11:27:00 PM,2 stops,13211
SpiceJet,2024-03-27,Pune,Kolkata,PUN-IND-KOL,13:08,12:16,11:08:00 PM,1 stop,8146
Air India,2022-02-23,Chennai,Pune,CHE-KOL-AHM-BHU-PUN,02:37,21:30,06:53:00 PM,3 stops,11066
IndiGo,2022-05-14,Delhi,Goa,DEL-PUN-KOL-GOA,13:06,01:00,11:54:00 AM,2 stops,12479
IndiGo,2022-06-15,Varanasi,Guwahati,VAR-SUR-PUN-MUM-GUW,12:43,12:10,11:27:00 PM,3 stops,12202
SpiceJet,2022-10-08,Bhubaneswar,Surat,BHU-VAR-MUM-SUR,10:08,11:27,01:19:00 AM,2 stops,8110
SpiceJet,2021-09-22,Mumbai,Delhi,MUM-SUR-DEL,22:30,14:41,04:11:00 PM,1 stop,6276
Akasa Air,2025-02-24,Delhi,Kolkata,DEL-RAI-SUR-NAG-KOL,02:20,21:53,07:33:00 PM,3 stops,12631
Vistara,2025-11-14,Nagpur,Hyderabad,NAG-COC-BHU-SUR-HYD,15:33,04:23,12:50:00 PM,3 stops,8536
GoAir,2024-09-06,Mumbai,Delhi,MUM-DEL,12:33,01:18,12:45:00 PM,non-stop,5799
GoAir,2024-08-12,Bangalore,Mumbai,BAN-RAI-MUM,06:27,03:58,09:31:00 PM,1 stop,4613
AirAsia India,2019-01-23,Varanasi,Guwahati,VAR-BHU-GUW,14:56,22:47,07:51:00 AM,1 stop,10128
TruJet,2022-10-22,Chennai,Goa,CHE-GOA,16:09,21:22,05:13:00 AM,non-stop,11126
Akasa Air,2019-04-06,Goa,Mumbai,GOA-AHM-BAN-MUM,10:08,12:35,02:27:00 AM,2 stops,8129
SpiceJet,2021-09-12,Mumbai,Jaipur,MUM-PAT-IND-JAI,14:46,20:59,06:13:00 AM,2 stops,7988
GoAir,2020-05-18,Surat,Nagpur,SUR-PUN-BAN-IND-NAG,19:34,08:29,12:55:00 PM,3 stops,7373
Vistara,2024-02-12,Raipur,Lucknow,RAI-MUM-DEL-IND-LUC,21:30,22:22,12:52:00 AM,3 stops,7406
Air India,2021-05-12,Goa,Lucknow,GOA-BHU-LUC,06:23,00:46,06:23:00 PM,1 stop,9804
Vistara,2022-09-07,Jaipur,Indore,JAI-HYD-MUM-IND,04:58,16:48,11:50:00 AM,2 stops,10568
Star Air,2020-09-21,Pune,Goa,PUN-NAG-RAI-GOA,05:16,18:16,01:00:00 PM,2 stops,11377
GoAir,2019-01-26,Bangalore,Surat,BAN-PUN-NAG-SUR,12:07,10:47,10:40:00 PM,2 stops,10071
IndiGo,2020-10-01,Guwahati,Kolkata,GUW-MUM-KOL,02:40,09:28,06:48:00 AM,1 stop,5602
TruJet,2022-01-23,Chennai,Goa,CHE-GOA,06:08,02:37,08:29:00 PM,non-stop,10598
Akasa Air,2022-06-16,Bangalore,Hyderabad,BAN-SUR-DEL-HYD,12:44,05:49,05:05:00 PM,2 stops,13109
GoAir,2019-02-15,Bhubaneswar,Delhi,BHU-PUN-RAI-DEL,01:15,23:42,10:27:00 PM,2 stops,7286
Air India,2019-10-08,Chennai,Goa,CHE-GOA,13:08,06:05,04:57:00 PM,non-stop,11979
TruJet,2022-10-25,Delhi,Jaipur,DEL-LUC-MUM-JAI,13:59,16:23,02:24:00 AM,2 stops,5962
Akasa Air,2020-05-16,Raipur,Cochin,RAI-DEL-VAR-COC,05:44,00:39,06:55:00 PM,2 stops,10639
TruJet,2021-03-02,Pune,Guwahati,PUN-CHE-GUW,22:07,20:03,09:56:00 PM,1 stop,5058
Akasa Air,2022-12-04,Indore,Mumbai,IND-VAR-DEL-NAG-MUM,04:56,23:51,06:55:00 PM,3 stops,6787
GoAir,2022-08-22,Chennai,Hyderabad,CHE-KOL-HYD,00:25,17:31,05:06:00 PM,1 stop,10670
IndiGo,2021-09-05,Guwahati,Delhi,GUW-CHE-HYD-DEL,16:37,18:18,01:41:00 AM,2 stops,8202
GoAir,2025-01-16,Cochin,Pune,COC-KOL-RAI-PUN,21:14,07:46,10:32:00 AM,2 stops,11066
IndiGo,2023-11-17,Surat,Jaipur,SUR-CHE-JAI,16:22,12:13,07:51:00 PM,1 stop,8000
Air India,2022-08-13,Jaipur,Pune,JAI-BAN-PUN,22:52,01:37,02:45:00 AM,1 stop,9454
TruJet,2024-06-12,Chennai,Varanasi,CHE-DEL-VAR,23:24,18:55,07:31:00 PM,1 stop,8795
Alliance Air,2019-11-08,Delhi,Ahmedabad,DEL-CHE-AHM,11:45,23:18,11:33:00 AM,1 stop,4788
GoAir,2024-11-14,Bhubaneswar,Indore,BHU-GOA-IND,19:57,10:05,02:08:00 PM,1 stop,4332
Star Air,2019-11-11,Goa,Bhubaneswar,GOA-BHU,20:49,02:42,05:53:00 AM,non-stop,11429
Air India,2021-04-05,Raipur,Ahmedabad,RAI-AHM,17:13,22:41,05:28:00 AM,non-stop,6650
TruJet,2020-10-24,Jaipur,Varanasi,JAI-CHE-HYD-VAR,02:46,05:26,02:40:00 AM,2 stops,11802
Air India,2022-07-01,Pune,Nagpur,PUN-IND-LUC-CHE-NAG,06:17,16:36,10:19:00 AM,3 stops,9823
Air India,2020-11-20,Ahmedabad,Patna,AHM-LUC-PAT,23:28,13:28,02:00:00 PM,1 stop,7052
Alliance Air,2025-03-01,Delhi,Nagpur,DEL-HYD-VAR-GUW-NAG,18:43,03:58,09:15:00 AM,3 stops,16113
Akasa Air,2021-09-22,Raipur,Chennai,RAI-SUR-MUM-CHE,23:35,18:34,06:59:00 PM,2 stops,12847
TruJet,2022-02-13,Bangalore,Jaipur,BAN-JAI,06:51,16:53,10:02:00 AM,non-stop,4971
GoAir,2021-08-08,Raipur,Indore,RAI-IND,13:15,21:25,08:10:00 AM,non-stop,7650
Vistara,2020-03-08,Surat,Cochin,SUR-GOA-LUC-COC,12:25,01:34,01:09:00 PM,2 stops,12775
TruJet,2021-09-23,Goa,Nagpur,GOA-IND-NAG,18:42,20:23,01:41:00 AM,1 stop,8276
GoAir,2023-11-06,Varanasi,Nagpur,VAR-IND-NAG,07:06,03:06,08:00:00 PM,1 stop,10774
Akasa Air,2025-09-16,Bangalore,Nagpur,BAN-DEL-NAG,13:57,05:46,03:49:00 PM,1 stop,7299
TruJet,2020-11-23,Delhi,Bangalore,DEL-CHE-SUR-BAN,08:15,06:37,10:22:00 PM,2 stops,10779
AirAsia India,2023-03-16,Chennai,Lucknow,CHE-RAI-LUC,16:59,05:14,12:15:00 PM,1 stop,6386
TruJet,2021-02-14,Kolkata,Bangalore,KOL-VAR-BAN,20:19,02:11,05:52:00 AM,1 stop,8206
Akasa Air,2021-10-05,Bhubaneswar,Kolkata,BHU-DEL-KOL,22:06,10:16,12:10:00 PM,1 stop,12177
GoAir,2023-03-19,Cochin,Jaipur,COC-JAI,22:52,22:07,11:15:00 PM,non-stop,2609
IndiGo,2021-01-13,Guwahati,Mumbai,GUW-NAG-MUM,01:39,09:53,08:14:00 AM,1 stop,6474
TruJet,2019-05-08,Jaipur,Nagpur,JAI-NAG,14:37,17:09,02:32:00 AM,non-stop,11062
SpiceJet,2019-03-25,Jaipur,Surat,JAI-SUR,15:27,03:01,11:34:00 AM,non-stop,7839
Air India,2023-02-07,Pune,Mumbai,PUN-BHU-COC-MUM,22:06,00:45,02:39:00 AM,2 stops,13566
SpiceJet,2022-10-18,Kolkata,Lucknow,KOL-RAI-COC-LUC,05:11,23:19,06:08:00 PM,2 stops,11357
AirAsia India,2023-02-11,Chennai,Goa,CHE-GOA,09:02,22:28,01:26:00 PM,non-stop,11992
Akasa Air,2024-08-03,Bhubaneswar,Goa,BHU-LUC-GOA,12:21,01:32,01:11:00 PM,1 stop,13310
SpiceJet,2024-10-10,Delhi,Ahmedabad,DEL-CHE-IND-AHM,00:16,15:18,03:02:00 PM,2 stops,14922
Akasa Air,2021-03-01,Delhi,Raipur,DEL-LUC-RAI,02:10,06:42,04:32:00 AM,1 stop,6628
AirAsia India,2019-07-14,Delhi,Indore,DEL-IND,04:05,17:24,01:19:00 PM,non-stop,10354
AirAsia India,2023-05-02,Patna,Varanasi,PAT-VAR,06:29,07:48,01:19:00 AM,non-stop,2889
Air India,2024-08-17,Nagpur,Surat,NAG-AHM-CHE-GOA-SUR,08:45,22:54,02:09:00 PM,3 stops,8466
Akasa Air,2025-05-24,Lucknow,Raipur,LUC-RAI,05:34,11:25,05:51:00 AM,non-stop,3810
SpiceJet,2025-01-17,Varanasi,Jaipur,VAR-AHM-PUN-JAI,23:26,11:26,12:00:00 PM,2 stops,9490
Alliance Air,2021-09-21,Kolkata,Cochin,KOL-JAI-GOA-MUM-COC,14:10,10:21,08:11:00 PM,3 stops,13428
SpiceJet,2023-02-19,Ahmedabad,Mumbai,AHM-HYD-COC-MUM,03:55,09:03,05:08:00 AM,2 stops,8471
SpiceJet,2022-11-26,Jaipur,Surat,JAI-KOL-AHM-DEL-SUR,19:07,01:41,06:34:00 AM,3 stops,15094
Vistara,2022-09-11,Pune,Cochin,PUN-KOL-IND-COC,15:32,11:21,07:49:00 PM,2 stops,12858
IndiGo,2022-01-11,Delhi,Guwahati,DEL-GUW,18:17,19:59,01:42:00 AM,non-stop,5527
AirAsia India,2021-05-25,Indore,Varanasi,IND-VAR,22:45,02:07,03:22:00 AM,non-stop,9619
GoAir,2022-02-27,Delhi,Cochin,DEL-HYD-VAR-PUN-COC,04:09,06:44,02:35:00 AM,3 stops,12289
Akasa Air,2023-01-13,Kolkata,Bhubaneswar,KOL-PUN-DEL-IND-BHU,00:48,02:43,01:55:00 AM,3 stops,12499
GoAir,2021-01-27,Jaipur,Mumbai,JAI-MUM,21:24,16:46,07:22:00 PM,non-stop,6832
Star Air,2025-04-06,Patna,Raipur,PAT-PUN-GOA-CHE-RAI,15:08,07:20,04:12:00 PM,3 stops,9773
Star Air,2020-04-26,Delhi,Goa,DEL-HYD-GOA,22:06,18:28,08:22:00 PM,1 stop,11516
TruJet,2023-03-07,Hyderabad,Delhi,HYD-COC-AHM-PUN-DEL,14:12,21:10,06:58:00 AM,3 stops,14341
GoAir,2019-08-10,Goa,Kolkata,GOA-KOL,02:58,09:43,06:45:00 AM,non-stop,5208
AirAsia India,2021-09-23,Goa,Indore,GOA-AHM-CHE-IND,03:16,13:43,10:27:00 AM,2 stops,7933
Alliance Air,2019-11-05,Lucknow,Pune,LUC-PUN,07:53,15:40,07:47:00 AM,non-stop,10864
AirAsia India,2024-04-07,Goa,Bangalore,GOA-DEL-KOL-IND-BAN,16:36,21:19,04:43:00 AM,3 stops,7401
Akasa Air,2023-03-03,Pune,Indore,PUN-IND,01:17,22:17,09:00:00 PM,non-stop,10363
Alliance Air,2021-07-19,Lucknow,Nagpur,LUC-NAG,18:57,17:47,10:50:00 PM,non-stop,3531
Star Air,2020-10-18,Bangalore,Nagpur,BAN-MUM-PAT-BHU-NAG,02:46,17:01,02:15:00 PM,3 stops,14970
Alliance Air,2020-09-02,Pune,Jaipur,PUN-RAI-AHM-JAI,12:42,12:10,11:28:00 PM,2 stops,5194
GoAir,2023-02-05,Hyderabad,Indore,HYD-VAR-GUW-IND,03:03,07:45,04:42:00 AM,2 stops,10798
IndiGo,2021-05-14,Raipur,Surat,RAI-HYD-AHM-VAR-SUR,09:06,13:49,04:43:00 AM,3 stops,14063
GoAir,2023-03-03,Nagpur,Kolkata,NAG-AHM-IND-KOL,03:55,04:40,12:45:00 AM,2 stops,9318
Vistara,2019-06-22,Bangalore,Nagpur,BAN-CHE-NAG,00:11,07:13,07:02:00 AM,1 stop,5169
SpiceJet,2020-10-17,Surat,Patna,SUR-IND-BHU-VAR-PAT,02:13,13:48,11:35:00 AM,3 stops,9005
Vistara,2021-03-21,Indore,Varanasi,IND-DEL-PUN-VAR,06:13,13:26,07:13:00 AM,2 stops,9527
AirAsia India,2022-09-13,Delhi,Ahmedabad,DEL-AHM,18:09,00:13,06:04:00 AM,non-stop,9518
Alliance Air,2022-02-19,Cochin,Bhubaneswar,COC-LUC-BHU,04:47,19:58,03:11:00 PM,1 stop,12591
Star Air,2024-08-09,Raipur,Ahmedabad,RAI-PUN-GOA-AHM,21:56,01:29,03:33:00 AM,2 stops,9102
IndiGo,2019-08-20,Surat,Varanasi,SUR-VAR,14:52,17:09,02:17:00 AM,non-stop,4852
Star Air,2020-03-20,Nagpur,Goa,NAG-HYD-IND-GUW-GOA,18:56,04:45,09:49:00 AM,3 stops,15626
IndiGo,2025-06-09,Chennai,Pune,CHE-IND-PUN,13:53,11:04,09:11:00 PM,1 stop,4097
Alliance Air,2024-04-02,Guwahati,Mumbai,GUW-DEL-MUM,20:52,00:56,04:04:00 AM,1 stop,11356
IndiGo,2020-10-06,Bangalore,Nagpur,BAN-DEL-IND-BHU-NAG,10:24,12:27,02:03:00 AM,3 stops,15625
AirAsia India,2022-02-11,Raipur,Bangalore,RAI-BAN,21:22,07:15,09:53:00 AM,non-stop,6150
Star Air,2022-06-22,Lucknow,Hyderabad,LUC-GUW-RAI-HYD,17:43,17:23,11:40:00 PM,2 stops,10396
Star Air,2022-03-12,Pune,Kolkata,PUN-COC-BHU-KOL,05:19,10:16,04:57:00 AM,2 stops,4684
IndiGo,2025-11-07,Goa,Nagpur,GOA-NAG,10:24,02:40,04:16:00 PM,non-stop,6649
Air India,2024-02-08,Indore,Goa,IND-GUW-GOA,14:06,15:37,01:31:00 AM,1 stop,6079
GoAir,2021-08-04,Delhi,Goa,DEL-VAR-GOA,08:25,21:44,01:19:00 PM,1 stop,9024
Vistara,2019-05-01,Delhi,Ahmedabad,DEL-COC-VAR-AHM,09:12,13:32,04:20:00 AM,2 stops,12022
Star Air,2019-09-24,Cochin,Patna,COC-PAT,04:32,05:16,12:44:00 AM,non-stop,7371
IndiGo,2023-10-17,Hyderabad,Nagpur,HYD-NAG,18:48,09:52,03:04:00 PM,non-stop,4483
